Depth,Temperature
2746.5,61.649
2747,61.468
2747.5,61.45
2748,61.504
2748.5,61.468
2749,61.327
2749.5,61.193
2750,61.19
2750.5,61.29
2751,61.352
2751.5,61.366
2752,61.407
2752.5,61.412
2753,61.34
2753.5,61.325
2754,61.356
2754.5,61.291
2755,61.258
2755.5,61.433
2756,61.621
2756.5,61.637
2757,61.624
2757.5,61.674
2758,61.66
2758.5,61.554
2759,61.497
2759.5,61.54
2760,61.544
2760.5,61.423
2761,61.316
2761.5,61.356
2762,61.427
2762.5,61.41
2763,61.381
2763.5,61.381
2764,61.344
2764.5,61.265
2765,61.184
2765.5,61.181
2766,61.348
2766.5,61.552
2767,61.537
2767.5,61.39
2768,61.405
2768.5,61.559
2769,61.636
2769.5,61.63
2770,61.613
2770.5,61.516
2771,61.313
2771.5,61.2
2772,61.345
2772.5,61.577
2773,61.615
2773.5,61.509
2774,61.519
2774.5,61.639
2775,61.662
2775.5,61.592
2776,61.582
2776.5,61.582
2777,61.463
2777.5,61.35
2778,61.431
2778.5,61.604
2779,61.685
2779.5,61.712
2780,61.742
2780.5,61.704
2781,61.625
2781.5,61.634
2782,61.7
2782.5,61.697
2783,61.628
2783.5,61.543
2784,61.459
2784.5,61.457
2785,61.547
2785.5,61.547
2786,61.377
2786.5,61.27
2787,61.404
2787.5,61.593
2788,61.558
2788.5,61.329
2789,61.182
2789.5,61.258
2790,61.412
2790.5,61.456
2791,61.439
2791.5,61.534
2792,61.717
2792.5,61.777
2793,61.669
2793.5,61.568
2794,61.518
2794.5,61.421
2795,61.352
2795.5,61.44
2796,61.568
2796.5,61.57
2797,61.501
2797.5,61.464
2798,61.465
2798.5,61.517
2799,61.591
2799.5,61.56
2800,61.425
2800.5,61.371
2801,61.464
2801.5,61.568
2802,61.594
2802.5,61.598
2803,61.646
2803.5,61.728
2804,61.78
2804.5,61.737
2805,61.628
2805.5,61.579
2806,61.628
2806.5,61.668
2807,61.653
2807.5,61.617
2808,61.547
2808.5,61.462
2809,61.454
2809.5,61.511
2810,61.552
2810.5,61.576
2811,61.583
2811.5,61.543
2812,61.499
2812.5,61.503
2813,61.547
2813.5,61.614
2814,61.681
2814.5,61.713
2815,61.734
2815.5,61.783
2816,61.798
2816.5,61.716
2817,61.614
2817.5,61.563
2818,61.523
2818.5,61.523
2819,61.633
2819.5,61.716
2820,61.584
2820.5,61.379
2821,61.357
2821.5,61.458
2822,61.53
2822.5,61.592
2823,61.601
2823.5,61.48
2824,61.378
2824.5,61.444
2825,61.596
2825.5,61.715
2826,61.765
2826.5,61.752
2827,61.743
2827.5,61.762
2828,61.719
2828.5,61.621
2829,61.592
2829.5,61.643
2830,61.676
2830.5,61.675
2831,61.682
2831.5,61.673
2832,61.59
2832.5,61.479
2833,61.454
2833.5,61.525
2834,61.57
2834.5,61.546
2835,61.548
2835.5,61.611
2836,61.676
2836.5,61.716
2837,61.71
2837.5,61.672
2838,61.703
2838.5,61.786
2839,61.78
2839.5,61.719
2840,61.735
2840.5,61.774
2841,61.722
2841.5,61.616
2842,61.542
2842.5,61.526
2843,61.549
2843.5,61.568
2844,61.591
2844.5,61.649
2845,61.689
2845.5,61.664
2846,61.646
2846.5,61.718
2847,61.816
2847.5,61.789
2848,61.639
2848.5,61.58
2849,61.716
2849.5,61.864
2850,61.868
2850.5,61.822
2851,61.827
2851.5,61.843
2852,61.83
2852.5,61.768
2853,61.671
2853.5,61.65
2854,61.714
2854.5,61.689
2855,61.593
2855.5,61.654
2856,61.824
2856.5,61.812
2857,61.663
2857.5,61.663
2858,61.777
2858.5,61.753
2859,61.628
2859.5,61.639
2860,61.789
2860.5,61.861
2861,61.801
2861.5,61.786
2862,61.874
2862.5,61.912
2863,61.838
2863.5,61.776
2864,61.806
2864.5,61.863
2865,61.844
2865.5,61.739
2866,61.638
2866.5,61.587
2867,61.547
2867.5,61.556
2868,61.693
2868.5,61.857
2869,61.863
2869.5,61.744
2870,61.73
2870.5,61.87
2871,61.932
2871.5,61.77
2872,61.585
2872.5,61.622
2873,61.826
2873.5,61.982
2874,62.025
2874.5,61.996
2875,61.928
2875.5,61.874
2876,61.848
2876.5,61.787
2877,61.699
2877.5,61.685
2878,61.71
2878.5,61.651
2879,61.574
2879.5,61.655
2880,61.826
2880.5,61.847
2881,61.705
2881.5,61.631
2882,61.697
2882.5,61.751
2883,61.745
2883.5,61.749
2884,61.729
2884.5,61.656
2885,61.661
2885.5,61.835
2886,62.036
2886.5,62.065
2887,61.935
2887.5,61.827
2888,61.8
2888.5,61.758
2889,61.656
2889.5,61.564
2890,61.606
2890.5,61.824
2891,61.982
2891.5,61.815
2892,61.548
2892.5,61.569
2893,61.786
2893.5,61.868
2894,61.807
2894.5,61.786
2895,61.813
2895.5,61.806
2896,61.786
2896.5,61.809
2897,61.865
2897.5,61.926
2898,61.984
2898.5,62.016
2899,61.987
2899.5,61.921
2900,61.873
2900.5,61.804
2901,61.686
2901.5,61.674
2902,61.818
2902.5,61.874
2903,61.761
2903.5,61.726
2904,61.825
2904.5,61.843
2905,61.757
2905.5,61.729
2906,61.761
2906.5,61.765
2907,61.781
2907.5,61.868
2908,61.944
2908.5,61.923
2909,61.886
2909.5,61.952
2910,62.046
2910.5,62.004
2911,61.851
2911.5,61.771
2912,61.783
2912.5,61.745
2913,61.692
2913.5,61.803
2914,62.01
2914.5,62.053
2915,61.928
2915.5,61.822
2916,61.762
2916.5,61.705
2917,61.704
2917.5,61.767
2918,61.796
2918.5,61.76
2919,61.76
2919.5,61.86
2920,62.003
2920.5,62.123
2921,62.174
2921.5,62.086
2922,61.902
2922.5,61.821
2923,61.912
2923.5,62.015
2924,62.026
2924.5,61.986
2925,61.902
2925.5,61.756
2926,61.647
2926.5,61.706
2927,61.877
2927.5,61.961
2928,61.89
2928.5,61.789
2929,61.774
2929.5,61.859
2930,61.998
2930.5,62.075
2931,62
2931.5,61.879
2932,61.909
2932.5,62.078
2933,62.201
2933.5,62.175
2934,62.046
2934.5,61.9
2935,61.82
2935.5,61.852
2936,61.911
2936.5,61.895
2937,61.865
2937.5,61.876
2938,61.858
2938.5,61.842
2939,61.901
2939.5,61.966
2940,62.01
2940.5,62.074
2941,62.052
2941.5,61.887
2942,61.797
2942.5,61.931
2943,62.124
2943.5,62.174
2944,62.109
2944.5,62.105
2945,62.224
2945.5,62.318
2946,62.265
2946.5,62.152
2947,62.08
2947.5,62.018
2948,61.954
2948.5,61.931
2949,61.922
2949.5,61.878
2950,61.862
2950.5,61.912
2951,61.907
2951.5,61.78
2952,61.693
2952.5,61.778
2953,61.887
2953.5,61.873
2954,61.869
2954.5,61.983
2955,62.064
2955.5,62.062
2956,62.153
2956.5,62.285
2957,62.204
2957.5,61.999
2958,61.984
2958.5,62.118
2959,62.123
2959.5,61.983
2960,61.87
2960.5,61.832
2961,61.866
2961.5,61.976
2962,62.061
2962.5,62.061
2963,62.043
2963.5,62.001
2964,61.884
2964.5,61.8
2965,61.859
2965.5,61.946
2966,61.94
2966.5,61.924
2967,61.958
2967.5,61.994
2968,62.098
2968.5,62.266
2969,62.256
2969.5,62.043
2970,61.939
2970.5,62.017
2971,62.065
2971.5,62.057
2972,62.089
2972.5,62.091
2973,62.035
2973.5,62.065
2974,62.187
2974.5,62.213
2975,62.104
2975.5,62.008
2976,62.001
2976.5,62.057
2977,62.111
2977.5,62.09
2978,62.031
2978.5,62.039
2979,62.105
2979.5,62.156
2980,62.211
2980.5,62.283
2981,62.261
2981.5,62.118
2982,62.037
2982.5,62.145
2983,62.293
2983.5,62.268
2984,62.082
2984.5,61.935
2985,61.94
2985.5,61.998
2986,62.002
2986.5,62.011
2987,62.088
2987.5,62.111
2988,61.991
2988.5,61.846
2989,61.825
2989.5,61.916
2990,62.022
2990.5,62.084
2991,62.103
2991.5,62.123
2992,62.192
2992.5,62.316
2993,62.402
2993.5,62.333
2994,62.147
2994.5,62
2995,61.954
2995.5,61.987
2996,62.087
2996.5,62.198
2997,62.217
2997.5,62.129
2998,62.067
2998.5,62.134
2999,62.252
2999.5,62.295
3000,62.255
3000.5,62.179
3001,62.091
3001.5,62.049
3002,62.108
3002.5,62.222
3003,62.291
3003.5,62.302
3004,62.347
3004.5,62.415
3005,62.367
3005.5,62.205
3006,62.096
3006.5,62.104
3007,62.156
3007.5,62.173
3008,62.134
3008.5,62.088
3009,62.085
3009.5,62.067
3010,61.975
3010.5,61.894
3011,61.906
3011.5,61.986
3012,62.084
3012.5,62.128
3013,62.109
3013.5,62.131
3014,62.184
3014.5,62.16
3015,62.138
3015.5,62.224
3016,62.292
3016.5,62.239
3017,62.172
3017.5,62.157
3018,62.15
3018.5,62.138
3019,62.119
3019.5,62.082
3020,62.065
3020.5,62.098
3021,62.162
3021.5,62.209
3022,62.204
3022.5,62.187
3023,62.199
3023.5,62.219
3024,62.24
3024.5,62.266
3025,62.258
3025.5,62.22
3026,62.212
3026.5,62.239
3027,62.272
3027.5,62.336
3028,62.446
3028.5,62.512
3029,62.438
3029.5,62.265
3030,62.116
3030.5,62.066
3031,62.115
3031.5,62.191
3032,62.208
3032.5,62.192
3033,62.264
3033.5,62.38
3034,62.334
3034.5,62.102
3035,61.94
3035.5,61.994
3036,62.109
3036.5,62.172
3037,62.259
3037.5,62.355
3038,62.337
3038.5,62.246
3039,62.256
3039.5,62.392
3040,62.483
3040.5,62.414
3041,62.294
3041.5,62.244
3042,62.197
3042.5,62.088
3043,62.005
3043.5,62.056
3044,62.234
3044.5,62.371
3045,62.31
3045.5,62.144
3046,62.097
3046.5,62.18
3047,62.238
3047.5,62.194
3048,62.125
3048.5,62.16
3049,62.315
3049.5,62.435
3050,62.453
3050.5,62.459
3051,62.428
3051.5,62.301
3052,62.251
3052.5,62.345
3053,62.332
3053.5,62.122
3054,62.006
3054.5,62.153
3055,62.318
3055.5,62.263
3056,62.118
3056.5,62.115
3057,62.269
3057.5,62.42
3058,62.392
3058.5,62.207
3059,62.137
3059.5,62.306
3060,62.488
3060.5,62.45
3061,62.265
3061.5,62.211
3062,62.452
3062.5,62.788
3063,62.83
3063.5,62.529
3064,62.26
3064.5,62.283
3065,62.422
3065.5,62.389
3066,62.212
3066.5,62.144
3067,62.246
3067.5,62.304
3068,62.208
3068.5,62.148
3069,62.282
3069.5,62.444
3070,62.434
3070.5,62.345
3071,62.348
3071.5,62.392
3072,62.349
3072.5,62.246
3073,62.19
3073.5,62.173
3074,62.161
3074.5,62.257
3075,62.501
3075.5,62.646
3076,62.489
3076.5,62.227
3077,62.135
3077.5,62.202
3078,62.291
3078.5,62.35
3079,62.386
3079.5,62.422
3080,62.42
3080.5,62.315
3081,62.199
3081.5,62.227
3082,62.341
3082.5,62.389
3083,62.333
3083.5,62.235
3084,62.224
3084.5,62.356
3085,62.464
3085.5,62.44
3086,62.437
3086.5,62.554
3087,62.649
3087.5,62.585
3088,62.409
3088.5,62.287
3089,62.294
3089.5,62.307
3090,62.236
3090.5,62.209
3091,62.287
3091.5,62.324
3092,62.272
3092.5,62.252
3093,62.277
3093.5,62.246
3094,62.185
3094.5,62.222
3095,62.336
3095.5,62.39
3096,62.377
3096.5,62.388
3097,62.391
3097.5,62.327
3098,62.301
3098.5,62.44
3099,62.623
3099.5,62.607
3100,62.385
3100.5,62.184
3101,62.155
3101.5,62.24
3102,62.318
3102.5,62.335
3103,62.298
3103.5,62.262
3104,62.321
3104.5,62.436
3105,62.419
3105.5,62.285
3106,62.312
3106.5,62.502
3107,62.536
3107.5,62.408
3108,62.405
3108.5,62.494
3109,62.465
3109.5,62.445
3110,62.624
3110.5,62.808
3111,62.732
3111.5,62.478
3112,62.332
3112.5,62.387
3113,62.453
3113.5,62.387
3114,62.312
3114.5,62.31
3115,62.263
3115.5,62.173
3116,62.194
3116.5,62.31
3117,62.374
3117.5,62.358
3118,62.321
3118.5,62.297
3119,62.303
3119.5,62.287
3120,62.206
3120.5,62.194
3121,62.372
3121.5,62.586
3122,62.601
3122.5,62.439
3123,62.325
3123.5,62.383
3124,62.445
3124.5,62.317
3125,62.212
3125.5,62.419
3126,62.68
3126.5,62.604
3127,62.364
3127.5,62.328
3128,62.468
3128.5,62.552
3129,62.514
3129.5,62.452
3130,62.464
3130.5,62.526
3131,62.545
3131.5,62.518
3132,62.5
3132.5,62.469
3133,62.438
3133.5,62.498
3134,62.584
3134.5,62.516
3135,62.347
3135.5,62.338
3136,62.553
3136.5,62.743
3137,62.699
3137.5,62.495
3138,62.339
3138.5,62.311
3139,62.324
3139.5,62.329
3140,62.378
3140.5,62.447
3141,62.469
3141.5,62.485
3142,62.545
3142.5,62.607
3143,62.619
3143.5,62.578
3144,62.537
3144.5,62.557
3145,62.58
3145.5,62.54
3146,62.54
3146.5,62.591
3147,62.53
3147.5,62.408
3148,62.421
3148.5,62.477
3149,62.408
3149.5,62.322
3150,62.319
3150.5,62.31
3151,62.262
3151.5,62.249
3152,62.305
3152.5,62.41
3153,62.481
3153.5,62.464
3154,62.434
3154.5,62.428
3155,62.379
3155.5,62.313
3156,62.363
3156.5,62.548
3157,62.744
3157.5,62.827
3158,62.745
3158.5,62.55
3159,62.388
3159.5,62.343
3160,62.323
3160.5,62.262
3161,62.263
3161.5,62.386
3162,62.509
3162.5,62.527
3163,62.472
3163.5,62.394
3164,62.323
3164.5,62.347
3165,62.476
3165.5,62.527
3166,62.425
3166.5,62.384
3167,62.496
3167.5,62.562
3168,62.533
3168.5,62.587
3169,62.705
3169.5,62.73
3170,62.682
3170.5,62.625
3171,62.555
3171.5,62.556
3172,62.679
3172.5,62.745
3173,62.61
3173.5,62.407
3174,62.345
3174.5,62.412
3175,62.441
3175.5,62.392
3176,62.371
3176.5,62.417
3177,62.504
3177.5,62.565
3178,62.448
3178.5,62.231
3179,62.288
3179.5,62.621
3180,62.787
3180.5,62.722
3181,62.728
3181.5,62.752
3182,62.592
3182.5,62.414
3183,62.417
3183.5,62.508
3184,62.566
3184.5,62.561
3185,62.498
3185.5,62.443
3186,62.431
3186.5,62.431
3187,62.498
3187.5,62.659
3188,62.737
3188.5,62.656
3189,62.576
3189.5,62.565
3190,62.556
3190.5,62.561
3191,62.587
3191.5,62.575
3192,62.575
3192.5,62.668
3193,62.748
3193.5,62.701
3194,62.616
3194.5,62.609
3195,62.677
3195.5,62.758
3196,62.777
3196.5,62.678
3197,62.511
3197.5,62.429
3198,62.531
3198.5,62.698
3199,62.688
3199.5,62.491
3200,62.371
3200.5,62.437
3201,62.513
3201.5,62.536
3202,62.619
3202.5,62.699
3203,62.625
3203.5,62.539
3204,62.665
3204.5,62.858
3205,62.833
3205.5,62.652
3206,62.546
3206.5,62.524
3207,62.501
3207.5,62.512
3208,62.561
3208.5,62.569
3209,62.588
3209.5,62.721
3210,62.859
3210.5,62.846
3211,62.735
3211.5,62.623
3212,62.523
3212.5,62.51
3213,62.647
3213.5,62.766
3214,62.7
3214.5,62.582
3215,62.584
3215.5,62.637
3216,62.676
3216.5,62.753
3217,62.82
3217.5,62.769
3218,62.651
3218.5,62.592
3219,62.614
3219.5,62.667
3220,62.672
3220.5,62.56
3221,62.412
3221.5,62.435
3222,62.633
3222.5,62.722
3223,62.558
3223.5,62.407
3224,62.489
3224.5,62.642
3225,62.702
3225.5,62.759
3226,62.834
3226.5,62.798
3227,62.672
3227.5,62.668
3228,62.836
3228.5,62.948
3229,62.881
3229.5,62.757
3230,62.64
3230.5,62.508
3231,62.428
3231.5,62.428
3232,62.447
3232.5,62.473
3233,62.497
3233.5,62.494
3234,62.524
3234.5,62.625
3235,62.675
3235.5,62.623
3236,62.635
3236.5,62.758
3237,62.772
3237.5,62.604
3238,62.504
3238.5,62.613
3239,62.757
3239.5,62.779
3240,62.758
3240.5,62.78
3241,62.787
3241.5,62.758
3242,62.759
3242.5,62.749
3243,62.662
3243.5,62.596
3244,62.628
3244.5,62.657
3245,62.598
3245.5,62.505
3246,62.481
3246.5,62.581
3247,62.714
3247.5,62.702
3248,62.546
3248.5,62.457
3249,62.526
3249.5,62.632
3250,62.681
3250.5,62.678
3251,62.657
3251.5,62.691
3252,62.794
3252.5,62.861
3253,62.837
3253.5,62.757
3254,62.651
3254.5,62.589
3255,62.612
3255.5,62.627
3256,62.598
3256.5,62.646
3257,62.795
3257.5,62.876
3258,62.82
3258.5,62.758
3259,62.762
3259.5,62.762
3260,62.719
3260.5,62.679
3261,62.693
3261.5,62.736
3262,62.719
3262.5,62.659
3263,62.73
3263.5,62.925
3264,62.971
3264.5,62.802
3265,62.697
3265.5,62.766
3266,62.811
3266.5,62.714
3267,62.573
3267.5,62.524
3268,62.58
3268.5,62.611
3269,62.563
3269.5,62.545
3270,62.604
3270.5,62.641
3271,62.628
3271.5,62.662
3272,62.771
3272.5,62.839
3273,62.801
3273.5,62.768
3274,62.829
3274.5,62.91
3275,62.93
3275.5,62.881
3276,62.776
3276.5,62.702
3277,62.732
3277.5,62.761
3278,62.714
3278.5,62.709
3279,62.766
3279.5,62.72
3280,62.588
3280.5,62.557
3281,62.624
3281.5,62.676
3282,62.722
3282.5,62.746
3283,62.663
3283.5,62.548
3284,62.596
3284.5,62.783
3285,62.897
3285.5,62.867
3286,62.802
3286.5,62.769
3287,62.773
3287.5,62.814
3288,62.816
3288.5,62.732
3289,62.712
3289.5,62.857
3290,62.979
3290.5,62.907
3291,62.755
3291.5,62.703
3292,62.772
3292.5,62.844
3293,62.788
3293.5,62.652
3294,62.632
3294.5,62.737
3295,62.771
3295.5,62.701
3296,62.678
3296.5,62.742
3297,62.804
3297.5,62.823
3298,62.822
3298.5,62.855
3299,62.926
3299.5,62.93
3300,62.809
3300.5,62.67
3301,62.637
3301.5,62.697
3302,62.744
3302.5,62.693
3303,62.609
3303.5,62.647
3304,62.78
3304.5,62.822
3305,62.773
3305.5,62.764
3306,62.785
3306.5,62.783
3307,62.808
3307.5,62.891
3308,62.964
3308.5,62.945
3309,62.821
3309.5,62.676
3310,62.671
3310.5,62.859
3311,63.025
3311.5,62.969
3312,62.807
3312.5,62.683
3313,62.564
3313.5,62.533
3314,62.708
3314.5,62.873
3315,62.821
3315.5,62.732
3316,62.769
3316.5,62.802
3317,62.76
3317.5,62.758
3318,62.817
3318.5,62.804
3319,62.71
3319.5,62.7
3320,62.802
3320.5,62.835
3321,62.754
3321.5,62.726
3322,62.819
3322.5,62.91
3323,62.926
3323.5,62.92
3324,62.889
3324.5,62.789
3325,62.712
3325.5,62.76
3326,62.831
3326.5,62.821
3327,62.78
3327.5,62.712
3328,62.603
3328.5,62.607
3329,62.758
3329.5,62.82
3330,62.734
3330.5,62.727
3331,62.835
3331.5,62.877
3332,62.835
3332.5,62.828
3333,62.884
3333.5,62.952
3334,62.989
3334.5,62.994
3335,62.984
3335.5,62.95
3336,62.876
3336.5,62.768
3337,62.644
3337.5,62.582
3338,62.666
3338.5,62.812
3339,62.879
3339.5,62.903
3340,62.94
3340.5,62.926
3341,62.884
3341.5,62.88
3342,62.815
3342.5,62.673
3343,62.702
3343.5,62.936
3344,63.038
3344.5,62.881
3345,62.739
3345.5,62.801
3346,62.948
3346.5,62.977
3347,62.851
3347.5,62.775
3348,62.892
3348.5,62.987
3349,62.841
3349.5,62.667
3350,62.744
3350.5,62.874
3351,62.773
3351.5,62.624
3352,62.682
3352.5,62.779
3353,62.728
3353.5,62.682
3354,62.771
3354.5,62.845
3355,62.792
3355.5,62.757
3356,62.886
3356.5,63.072
3357,63.099
3357.5,62.955
3358,62.832
3358.5,62.841
3359,62.899
3359.5,62.903
3360,62.848
3360.5,62.828
3361,62.896
3361.5,62.89
3362,62.713
3362.5,62.633
3363,62.813
3363.5,62.973
3364,62.949
3364.5,62.933
3365,62.955
3365.5,62.849
3366,62.726
3366.5,62.818
3367,62.991
3367.5,63.011
3368,62.961
3368.5,62.993
3369,63.032
3369.5,63.012
3370,63.027
3370.5,63.092
3371,63.045
3371.5,62.866
3372,62.819
3372.5,62.996
3373,63.063
3373.5,62.873
3374,62.788
3374.5,62.968
3375,63.045
3375.5,62.854
3376,62.71
3376.5,62.772
3377,62.836
3377.5,62.822
3378,62.861
3378.5,62.928
3379,62.854
3379.5,62.69
3380,62.697
3380.5,62.943
3381,63.15
3381.5,63.096
3382,62.949
3382.5,62.94
3383,63.015
3383.5,63.03
3384,62.989
3384.5,62.922
3385,62.814
3385.5,62.735
3386,62.794
3386.5,62.943
3387,63.033
3387.5,63.048
3388,63.026
3388.5,62.921
3389,62.773
3389.5,62.785
3390,62.967
3390.5,63.045
3391,62.91
3391.5,62.8
3392,62.879
3392.5,63.039
3393,63.123
3393.5,63.088
3394,62.982
3394.5,62.908
3395,62.909
3395.5,62.934
3396,62.94
3396.5,62.919
3397,62.843
3397.5,62.731
3398,62.702
3398.5,62.829
3399,62.992
3399.5,63.019
3400,62.93
3400.5,62.908
3401,62.996
3401.5,63.08
3402,63.121
3402.5,63.109
3403,63.014
3403.5,62.952
3404,63.051
3404.5,63.175
3405,63.132
3405.5,63
3406,62.933
3406.5,62.93
3407,62.958
3407.5,63.025
3408,63.042
3408.5,62.956
3409,62.939
3409.5,63.107
3410,63.234
3410.5,63.126
3411,62.964
3411.5,62.946
3412,62.961
3412.5,62.893
3413,62.86
3413.5,62.968
3414,63.109
3414.5,63.15
3415,63.106
3415.5,63.064
3416,63.056
3416.5,63.042
3417,63.009
3417.5,63.006
3418,63.038
3418.5,63.05
3419,63.069
3419.5,63.145
3420,63.216
3420.5,63.234
3421,63.225
3421.5,63.177
3422,63.096
3422.5,63.074
3423,63.097
3423.5,63.06
3424,63.006
3424.5,63.05
3425,63.138
3425.5,63.17
3426,63.15
3426.5,63.11
3427,63.097
3427.5,63.128
3428,63.115
3428.5,63.068
3429,63.131
3429.5,63.255
3430,63.231
3430.5,63.107
3431,63.098
3431.5,63.186
3432,63.176
3432.5,63.001
3433,62.812
3433.5,62.847
3434,63.14
3434.5,63.392
3435,63.335
3435.5,63.087
3436,62.967
3436.5,63.087
3437,63.23
3437.5,63.183
3438,63.041
3438.5,63.003
3439,63.061
3439.5,63.109
3440,63.125
3440.5,63.129
3441,63.152
3441.5,63.182
3442,63.121
3442.5,62.953
3443,62.832
3443.5,62.878
3444,63.026
3444.5,63.154
3445,63.204
3445.5,63.178
3446,63.113
3446.5,63.081
3447,63.103
3447.5,63.145
3448,63.177
3448.5,63.165
3449,63.092
3449.5,63.028
3450,63.068
3450.5,63.164
3451,63.125
3451.5,62.914
3452,62.794
3452.5,62.935
3453,63.066
3453.5,62.945
3454,62.821
3454.5,62.938
3455,63.071
3455.5,63.01
3456,62.934
3456.5,62.949
3457,62.926
3457.5,62.87
3458,62.917
3458.5,63.039
3459,63.065
3459.5,62.948
3460,62.876
3460.5,62.974
3461,63.095
3461.5,63.082
3462,62.984
3462.5,62.93
3463,62.976
3463.5,63.052
3464,63.042
3464.5,62.988
3465,63.033
3465.5,63.135
3466,63.142
3466.5,63.064
3467,62.998
3467.5,62.965
3468,62.943
3468.5,62.885
3469,62.79
3469.5,62.76
3470,62.835
3470.5,62.931
3471,62.995
3471.5,62.987
3472,62.865
3472.5,62.773
3473,62.889
3473.5,63.065
3474,63.088
3474.5,63.066
3475,63.104
3475.5,63.078
3476,62.99
3476.5,63.018
3477,63.178
3477.5,63.322
3478,63.327
3478.5,63.135
3479,62.865
3479.5,62.814
3480,63.04
3480.5,63.225
3481,63.196
3481.5,63.157
3482,63.235
3482.5,63.271
3483,63.135
3483.5,62.921
3484,62.821
3484.5,62.887
3485,63.012
3485.5,63.148
3486,63.303
3486.5,63.339
3487,63.167
3487.5,63.028
3488,63.103
3488.5,63.17
3489,63.079
3489.5,63.057
3490,63.171
3490.5,63.164
3491,62.993
3491.5,62.893
3492,62.957
3492.5,63.076
3493,63.097
3493.5,62.926
3494,62.72
3494.5,62.764
3495,63.022
3495.5,63.173
3496,63.097
3496.5,62.904
3497,62.725
3497.5,62.744
3498,63.004
3498.5,63.184
3499,63.046
3499.5,62.852
3500,62.857
3500.5,62.912
3501,62.915
3501.5,62.958
3502,62.986
3502.5,62.916
3503,62.862
3503.5,62.938
3504,63.092
3504.5,63.133
3505,62.937
3505.5,62.723
3506,62.771
3506.5,62.932
3507,62.95
3507.5,62.921
3508,62.972
3508.5,63.004
3509,62.986
3509.5,63.026
3510,63.113
3510.5,63.091
3511,62.933
3511.5,62.811
3512,62.873
3512.5,63.03
3513,63.061
3513.5,62.934
3514,62.881
3514.5,63.025
3515,63.143
3515.5,63.04
3516,62.889
3516.5,62.916
3517,63.022
3517.5,62.998
3518,62.884
3518.5,62.856
3519,62.935
3519.5,62.962
3520,62.845
3520.5,62.747
3521,62.864
3521.5,63.083
3522,63.126
3522.5,63.01
3523,62.979
3523.5,63.052
3524,63.055
3524.5,62.98
3525,62.909
3525.5,62.82
3526,62.734
3526.5,62.776
3527,62.967
3527.5,63.162
3528,63.195
3528.5,63.056
3529,62.895
3529.5,62.809
3530,62.754
3530.5,62.746
3531,62.853
3531.5,62.959
3532,62.921
3532.5,62.869
3533,62.992
3533.5,63.197
3534,63.191
3534.5,62.874
3535,62.564
3535.5,62.612
3536,62.902
3536.5,63.041
3537,62.913
3537.5,62.759
3538,62.765
3538.5,62.873
3539,62.986
3539.5,63.075
3540,63.096
3540.5,63.077
3541,63.131
3541.5,63.202
3542,63.095
3542.5,62.839
3543,62.751
3543.5,62.996
3544,63.253
3544.5,63.165
3545,62.922
3545.5,62.884
3546,62.987
3546.5,63.005
3547,62.927
3547.5,62.845
3548,62.857
3548.5,62.961
3549,62.974
3549.5,62.873
3550,62.958
3550.5,63.273
3551,63.394
3551.5,63.131
3552,62.859
3552.5,62.917
3553,63.182
3553.5,63.305
3554,63.152
3554.5,62.942
3555,62.912
3555.5,62.974
3556,62.931
3556.5,62.816
3557,62.804
3557.5,62.963
3558,63.188
3558.5,63.262
3559,63.098
3559.5,62.928
3560,62.997
3560.5,63.176
3561,63.207
3561.5,63.142
3562,63.15
3562.5,63.138
3563,63.016
3563.5,62.968
3564,63.089
3564.5,63.179
3565,63.15
3565.5,63.15
3566,63.213
3566.5,63.249
3567,63.255
3567.5,63.197
3568,63.048
3568.5,62.971
3569,63.066
3569.5,63.157
3570,63.123
3570.5,63.046
3571,63.001
3571.5,62.98
3572,62.936
3572.5,62.872
3573,62.907
3573.5,63.076
3574,63.177
3574.5,63.095
3575,63.024
3575.5,63.072
3576,63.068
3576.5,62.964
3577,62.941
3577.5,63.017
3578,63.026
3578.5,62.931
3579,62.843
3579.5,62.822
3580,62.839
3580.5,62.847
3581,62.838
3581.5,62.843
3582,62.896
3582.5,62.967
3583,62.958
3583.5,62.862
3584,62.837
3584.5,62.968
3585,63.086
3585.5,63.031
3586,62.927
3586.5,62.917
3587,62.946
3587.5,62.977
3588,63
3588.5,62.916
3589,62.759
3589.5,62.716
3590,62.818
3590.5,62.928
3591,62.952
3591.5,62.903
3592,62.878
3592.5,62.903
3593,62.871
3593.5,62.783
3594,62.767
3594.5,62.831
3595,62.947
3595.5,63.134
3596,63.241
3596.5,63.132
3597,62.981
3597.5,62.925
3598,62.879
3598.5,62.915
3599,63.127
3599.5,63.223
3600,63.013
3600.5,62.866
3601,63.068
3601.5,63.331
3602,63.314
3602.5,63.045
3603,62.769
3603.5,62.709
3604,62.849
3604.5,62.964
3605,62.979
3605.5,62.988
3606,62.964
3606.5,62.887
3607,62.89
3607.5,62.971
3608,62.929
3608.5,62.705
3609,62.509
3609.5,62.577
3610,62.862
3610.5,63.089
3611,63.177
3611.5,63.224
3612,63.134
3612.5,62.815
3613,62.531
3613.5,62.49
3614,62.527
3614.5,62.538
3615,62.607
3615.5,62.627
3616,62.487
3616.5,62.404
3617,62.503
3617.5,62.543
3618,62.438
3618.5,62.438
3619,62.569
3619.5,62.584
3620,62.513
3620.5,62.606
